0.001, 0.567
0.003, -1.310
0.014, -1.235
0.024, -0.478
0.014, -0.801
0.027, -0.961
0.045, -1.922
0.045, -1.922
0.062, -1.940
0.083, -2.198
0.084, -1.432
0.086, -3.054
0.095, -2.971
0.131, -2.304
0.135, -4.329
0.146, -1.878
0.164, -5.597
0.168, -2.303
0.194, -2.690
0.272, -7.554
0.274, -4.382
0.322, -4.741
0.355, -11.757
0.446, -17.538
0.528, -13.191
0.610, -16.750
0.673, -11.987
0.767, -16.686
0.876, -23.391
1.000, -28.782
